"index";"time";"minutes";"dateTime";"HP34401A.VoltageDC";"Math.RMS";"Math.AVG1000";"Math.StdDev";"Math.StdDev100"
6215;3101,577;51,69295;1752606303,086;9,9804321;9,98042856;9,9804281755;0,0000041814;0,0000028767
6216;3102,077;51,7012833333;1752606303,586;9,9804277;9,980428527;9,9804281744;0,0000041813;0,0000028673
6217;3102,577;51,7096166667;1752606304,085;9,9804288;9,980428516;9,9804281777;0,0000041811;0,0000028641
6218;3103,078;51,7179666667;1752606304,586;9,9804321;9,980428505;9,9804281843;0,0000041808;0,000002848
6219;3103,577;51,7262833333;1752606305,085;9,9804321;9,980428483;9,9804281821;0,0000041805;0,0000028111
6220;3104,077;51,7346166667;1752606305,586;9,980431;9,980428494;9,9804281865;0,0000041801;0,0000028188
6221;3104,577;51,74295;1752606306,086;9,9804288;9,98042845;9,9804281865;0,0000041799;0,0000027787
6222;3105,078;51,7513;1752606306,586;9,9804288;9,980428417;9,9804281854;0,0000041797;0,0000027544
6223;3105,577;51,7596166667;1752606307,086;9,980431;9,980428384;9,9804281865;0,0000041794;0,0000027024
6224;3106,078;51,7679666667;1752606307,586;9,9804299;9,980428362;9,9804281854;0,0000041791;0,0000026807
6225;3106,577;51,7762833333;1752606308,085;9,980431;9,980428351;9,9804281909;0,0000041788;0,0000026675
6226;3107,077;51,7846166667;1752606308,585;9,9804332;9,980428395;9,9804281975;0,0000041785;0,0000027109
6227;3107,577;51,79295;1752606309,085;9,9804321;9,980428417;9,9804282041;0,0000041782;0,0000027321
6228;3108,078;51,8013;1752606309,586;9,980431;9,980428406;9,9804282085;0,0000041779;0,0000027193
6229;3108,578;51,8096333333;1752606310,086;9,9804343;9,980428483;9,980428214;0,0000041777;0,0000027761
6230;3109,077;51,81795;1752606310,585;9,9804299;9,98042845;9,9804282173;0,0000041774;0,0000027388
6231;3109,578;51,8263;1752606311,086;9,9804277;9,98042845;9,9804282173;0,0000041773;0,0000027388
6232;3110,077;51,8346166667;1752606311,586;9,9804288;9,980428472;9,9804282162;0,0000041771;0,0000027326
6233;3110,577;51,84295;1752606312,086;9,9804288;9,980428439;9,9804282162;0,0000041769;0,0000027082
6234;3111,077;51,8512833333;1752606312,586;9,9804332;9,980428527;9,9804282217;0,0000041767;0,0000027185
6235;3111,578;51,8596333333;1752606313,086;9,980431;9,980428582;9,980428225;0,0000041763;0,0000027123
6236;3112,077;51,86795;1752606313,585;9,9804365;9,980428681;9,9804282305;0,0000041765;0,0000028179
6237;3112,577;51,8762833333;1752606314,085;9,9804277;9,980428692;9,9804282239;0,0000041764;0,0000028118
6238;3113,077;51,8846166667;1752606314,586;9,980431;9,980428725;9,9804282239;0,0000041761;0,0000028194
6239;3113,577;51,89295;1752606315,086;9,9804277;9,980428747;9,9804282239;0,000004176;0,0000028025
6240;3114,078;51,9013;1752606315,587;9,980431;9,980428769;9,9804282272;0,0000041757;0,0000028115
6241;3114,577;51,9096166667;1752606316,085;9,9804288;9,980428758;9,9804282305;0,0000041755;0,0000028092
6242;3115,078;51,9179666667;1752606316,586;9,980431;9,98042878;9,9804282371;0,0000041752;0,0000028182
6243;3115,577;51,9262833333;1752606317,085;9,980431;9,98042878;9,9804282426;0,0000041749;0,0000028182
6244;3116,077;51,9346166667;1752606317,586;9,9804277;9,980428791;9,9804282404;0,0000041748;0,0000028117
6245;3116,577;51,94295;1752606318,085;9,9804277;9,980428813;9,9804282415;0,0000041748;0,0000027942
6246;3117,078;51,9513;1752606318,586;9,9804266;9,980428813;9,9804282415;0,0000041749;0,0000027942
6247;3117,577;51,9596166667;1752606319,085;9,9804255;9,980428835;9,9804282404;0,0000041753;0,0000027588
6248;3118,078;51,9679666667;1752606319,586;9,9804288;9,980428857;9,9804282469;0,0000041751;0,0000027496
6249;3118,577;51,9762833333;1752606320,085;9,9804299;9,980428835;9,9804282556;0,0000041748;0,0000027321
6250;3119,077;51,9846166667;1752606320,586;9,9804288;9,980428857;9,9804282611;0,0000041746;0,0000027228
6251;3119,578;51,9929666667;1752606321,086;9,9804255;9,980428824;9,9804282622;0,000004175;0,0000027434
6252;3120,078;52,0013;1752606321,587;9,9804266;9,980428835;9,9804282644;0,0000041751;0,0000027321
6253;3120,577;52,0096166667;1752606322,085;9,9804255;9,980428867;9,9804282644;0,0000041755;0,0000026729
6254;3121,078;52,0179666667;1752606322,586;9,9804321;9,980428944;9,9804282721;0,0000041751;0,0000026538
6255;3121,577;52,0262833333;1752606323,085;9,9804321;9,980429021;9,9804282787;0,0000041748;0,0000026322
6256;3122,077;52,0346166667;1752606323,585;9,9804299;9,980429021;9,9804282798;0,0000041745;0,0000026322
6257;3122,577;52,04295;1752606324,086;9,9804299;9,980429032;9,9804282809;0,0000041742;0,0000026336
6258;3123,077;52,0512833333;1752606324,586;9,9804332;9,980429054;9,9804282951;0,000004174;0,0000026592
6259;3123,578;52,0596333333;1752606325,086;9,980431;9,980429076;9,9804283049;0,0000041736;0,0000026662
6260;3124,078;52,0679666667;1752606325,586;9,9804321;9,980429109;9,9804283158;0,0000041733;0,0000026831
6261;3124,577;52,0762833333;1752606326,086;9,9804299;9,98042912;9,9804283213;0,000004173;0,0000026841
6262;3125,078;52,0846333333;1752606326,586;9,9804277;9,980429087;9,9804283278;0,000004173;0,000002681
6263;3125,578;52,0929666667;1752606327,086;9,9804277;9,980429054;9,9804283365;0,0000041729;0,0000026776
6264;3126,078;52,1013;1752606327,587;9,9804321;9,980429098;9,9804283453;0,0000041726;0,0000026912
6265;3126,577;52,1096166667;1752606328,085;9,9804321;9,980429109;9,9804283541;0,0000041723;0,0000027013
6266;3127,078;52,1179666667;1752606328,586;9,9804299;9,980429087;9,9804283607;0,000004172;0,0000026856
6267;3127,578;52,1263;1752606329,086;9,9804299;9,980429098;9,9804283651;0,0000041717;0,0000026867
6268;3128,077;52,1346166667;1752606329,586;9,9804299;9,980429142;9,9804283706;0,0000041714;0,0000026631
6269;3128,578;52,1429666667;1752606330,087;9,9804299;9,98042912;9,980428375;0,0000041711;0,0000026474
6270;3129,078;52,1513;1752606330,586;9,9804332;9,980429142;9,9804283805;0,0000041709;0,0000026722
6271;3129,577;52,1596166667;1752606331,085;9,980431;9,980429098;9,9804283838;0,0000041705;0,0000026035
6272;3130,078;52,1679666667;1752606331,586;9,9804365;9,980429131;9,9804283937;0,0000041707;0,0000026759
6273;3130,577;52,1762833333;1752606332,086;9,9804299;9,98042912;9,9804283948;0,0000041704;0,0000026704
6274;3131,078;52,1846333333;1752606332,586;9,9804266;9,980429076;9,9804283948;0,0000041705;0,0000026754
6275;3131,577;52,19295;1752606333,085;9,9804277;9,980429065;9,9804283948;0,0000041705;0,0000026788
6276;3132,077;52,2012833333;1752606333,586;9,9804277;9,980429065;9,9804283948;0,0000041704;0,0000026788
6277;3132,577;52,2096166667;1752606334,085;9,9804288;9,980429043;9,9804283904;0,0000041702;0,0000026717
6278;3133,078;52,2179666667;1752606334,586;9,9804266;9,980429021;9,9804283926;0,0000041704;0,0000026828
6279;3133,578;52,2263;1752606335,086;9,9804277;9,980428999;9,980428397;0,0000041703;0,0000026845
6280;3134,078;52,2346333333;1752606335,587;9,9804365;9,980429054;9,9804284069;0,0000041704;0,0000027806
6281;3134,577;52,24295;1752606336,085;9,9804365;9,980429142;9,9804284157;0,0000041706;0,0000028749
6282;3135,077;52,2512833333;1752606336,586;9,9804343;9,980429219;9,9804284234;0,0000041704;0,0000029091
6283;3135,578;52,2596333333;1752606337,086;9,9804354;9,980429307;9,9804284322;0,0000041704;0,0000029617
6284;3136,077;52,26795;1752606337,586;9,980431;9,980429373;9,9804284399;0,00000417;0,0000029245
6285;3136,577;52,2762833333;1752606338,086;9,9804299;9,980429384;9,9804284454;0,0000041697;0,0000029244
6286;3137,078;52,2846333333;1752606338,586;9,9804288;9,980429362;9,9804284454;0,0000041696;0,0000029204
6287;3137,577;52,29295;1752606339,086;9,9804343;9,980429417;9,9804284542;0,0000041694;0,0000029612
6288;3138,077;52,3012833333;1752606339,586;9,9804288;9,980429428;9,9804284586;0,0000041692;0,0000029568
6289;3138,577;52,3096166667;1752606340,085;9,9804299;9,980429439;9,9804284652;0,0000041689;0,0000029565
6290;3139,077;52,31795;1752606340,586;9,980431;9,980429483;9,9804284707;0,0000041686;0,0000029466
6291;3139,577;52,3262833333;1752606341,085;9,9804288;9,980429494;9,9804284729;0,0000041684;0,0000029419
6292;3140,078;52,3346333333;1752606341,586;9,9804321;9,980429505;9,9804284773;0,0000041681;0,0000029496
6293;3140,578;52,3429666667;1752606342,086;9,9804321;9,980429538;9,9804284817;0,0000041677;0,0000029601
6294;3141,077;52,3512833333;1752606342,586;9,9804321;9,98042956;9,9804284861;0,0000041674;0,000002971
6295;3141,577;52,3596166667;1752606343,085;9,9804365;9,98042967;9,9804284949;0,0000041675;0,0000030223
6296;3142,077;52,36795;1752606343,586;9,9804288;9,98042967;9,9804284993;0,0000041674;0,0000030223
6297;3142,577;52,3762833333;1752606344,086;9,980431;9,980429659;9,9804285037;0,000004167;0,0000030154
6298;3143,078;52,3846333333;1752606344,586;9,9804288;9,980429681;9,9804285059;0,0000041668;0,0000030008
6299;3143,578;52,3929666667;1752606345,087;9,9804299;9,980429747;9,980428507;0,0000041666;0,0000029308
6300;3144,077;52,4012833333;1752606345,585;9,9804277;9,980429758;9,9804285048;0,0000041665;0,000002921
6301;3144,577;52,4096166667;1752606346,085;9,9804255;9,98042978;9,9804285037;0,0000041669;0,0000028798
6302;3145,077;52,41795;1752606346,586;9,980431;9,980429846;9,980428507;0,0000041666;0,0000028305
6303;3145,577;52,4262833333;1752606347,086;9,9804321;9,980429901;9,9804285103;0,0000041662;0,0000028202
6304;3146,078;52,4346333333;1752606347,586;9,980431;9,980429988;9,9804285092;0,0000041659;0,0000027156
6305;3146,577;52,44295;1752606348,085;9,980431;9,980430054;9,9804285103;0,0000041656;0,000002658
6306;3147,077;52,4512833333;1752606348,585;9,9804321;9,980430087;9,9804285169;0,0000041653;0,0000026627
6307;3147,578;52,4596333333;1752606349,086;9,9804288;9,980430098;9,980428518;0,0000041651;0,000002655
6308;3148,078;52,4679666667;1752606349,586;9,9804299;9,98043012;9,980428518;0,0000041648;0,0000026441
6309;3148,578;52,4763;1752606350,086;9,9804321;9,980430175;9,9804285191;0,0000041645;0,0000026273
6310;3149,078;52,4846333333;1752606350,586;9,9804288;9,980430186;9,9804285158;0,0000041643;0,0000026191
6311;3149,578;52,4929666667;1752606351,087;9,9804299;9,980430219;9,9804285147;0,000004164;0,0000025941
6312;3150,077;52,5012833333;1752606351,586;9,9804321;9,980430263;9,980428518;0,0000041637;0,0000025883
6313;3150,577;52,5096166667;1752606352,085;9,9804332;9,980430329;9,9804285191;0,0000041634;0,000002578
6314;3151,077;52,51795;1752606352,586;9,9804354;9,980430428;9,9804285235;0,0000041633;0,0000025808
6315;3151,578;52,5263;1752606353,087;9,9804332;9,980430439;9,9804285235;0,0000041631;0,0000025903
6316;3152,078;52,5346333333;1752606353,586;9,9804321;9,980430483;9,9804285257;0,0000041627;0,0000025807
6317;3152,578;52,5429666667;1752606354,086;9,9804354;9,980430549;9,9804285323;0,0000041627;0,0000026213
6318;3153,078;52,5513;1752606354,586;9,9804354;9,980430582;9,9804285367;0,0000041627;0,0000026615
6319;3153,577;52,5596166667;1752606355,086;9,9804365;9,980430626;9,9804285455;0,0000041628;0,0000027225
6320;3154,077;52,56795;1752606355,586;9,9804332;9,980430648;9,9804285543;0,0000041625;0,0000027344
6321;3154,578;52,5763;1752606356,086;9,9804332;9,980430692;9,9804285598;0,0000041622;0,0000027398
6322;3155,077;52,5846166667;1752606356,586;9,9804299;9,980430703;9,9804285653;0,000004162;0,0000027343
6323;3155,578;52,5929666667;1752606357,086;9,980431;9,980430703;9,9804285664;0,0000041616;0,0000027343
6324;3156,078;52,6013;1752606357,586;9,9804343;9,980430747;9,9804285784;0,0000041615;0,0000027566
6325;3156,577;52,6096166667;1752606358,086;9,9804343;9,98043078;9,9804285839;0,0000041613;0,0000027793
6326;3157,077;52,61795;1752606358,586;9,980431;9,980430758;9,9804285883;0,000004161;0,0000027686
6327;3157,578;52,6263;1752606359,087;9,9804354;9,980430791;9,9804285993;0,0000041609;0,0000028042
6328;3158,078;52,6346333333;1752606359,586;9,9804321;9,980430802;9,9804286037;0,0000041606;0,0000028072
6329;3158,578;52,6429666667;1752606360,086;9,9804332;9,980430791;9,9804286092;0,0000041603;0,0000027955
6330;3159,078;52,6513;1752606360,586;9,9804332;9,980430824;9,980428618;0,00000416;0,0000028043
6331;3159,578;52,6596333333;1752606361,086;9,9804343;9,98043089;9,9804286257;0,0000041599;0,0000028077
6332;3160,077;52,66795;1752606361,586;9,9804354;9,980430956;9,9804286323;0,0000041598;0,0000028355
6333;3160,577;52,6762833333;1752606362,086;9,9804376;9,980431044;9,9804286422;0,0000041602;0,0000029037
6334;3161,078;52,6846333333;1752606362,586;9,9804387;9,980431099;9,9804286499;0,0000041608;0,0000029956
6335;3161,578;52,6929666667;1752606363,086;9,980431;9,980431099;9,980428651;0,0000041605;0,0000029956
6336;3162,077;52,7012833333;1752606363,586;9,9804332;9,980431066;9,980428663;0,0000041602;0,0000029533
6337;3162,577;52,7096166667;1752606364,086;9,9804321;9,98043111;9,9804286674;0,0000041599;0,0000029354
6338;3163,078;52,7179666667;1752606364,586;9,980431;9,98043111;9,980428674;0,0000041596;0,0000029354
6339;3163,577;52,7262833333;1752606365,086;9,9804321;9,980431154;9,9804286806;0,0000041593;0,0000029167
6340;3164,078;52,7346333333;1752606365,586;9,9804332;9,980431176;9,9804286894;0,000004159;0,0000029238
6341;3164,577;52,74295;1752606366,085;9,9804343;9,980431231;9,9804286949;0,0000041588;0,0000029304
6342;3165,078;52,7513;1752606366,586;9,9804332;9,980431253;9,9804287037;0,0000041585;0,0000029369
6343;3165,577;52,7596166667;1752606367,086;9,9804321;9,980431264;9,9804287114;0,0000041582;0,000002938
6344;3166,078;52,7679666667;1752606367,586;9,9804343;9,98043133;9,9804287191;0,000004158;0,0000029312
6345;3166,577;52,7762833333;1752606368,085;9,9804321;9,980431374;9,9804287268;0,0000041577;0,0000029092
6346;3167,078;52,7846333333;1752606368,586;9,9804365;9,980431473;9,9804287378;0,0000041578;0,0000029135
6347;3167,577;52,79295;1752606369,085;9,9804343;9,980431561;9,9804287455;0,0000041577;0,0000028637
6348;3168,077;52,8012833333;1752606369,585;9,9804365;9,980431638;9,9804287521;0,0000041578;0,0000028921
6349;3168,577;52,8096166667;1752606370,085;9,9804343;9,980431682;9,9804287576;0,0000041576;0,0000028989
6350;3169,078;52,8179666667;1752606370,587;9,9804376;9,98043177;9,9804287631;0,000004158;0,0000029437
6351;3169,578;52,8263;1752606371,086;9,9804343;9,980431858;9,9804287664;0,0000041578;0,0000028854
6352;3170,078;52,8346333333;1752606371,586;9,9804299;9,980431891;9,9804287697;0,0000041575;0,0000028432
6353;3170,577;52,84295;1752606372,085;9,9804288;9,980431924;9,9804287719;0,0000041573;0,0000027868
6354;3171,077;52,8512833333;1752606372,586;9,9804299;9,980431902;9,980428773;0,0000041571;0,0000027941
6355;3171,577;52,8596166667;1752606373,085;9,9804354;9,980431935;9,9804287807;0,000004157;0,0000028159
6356;3172,078;52,8679666667;1752606373,586;9,9804354;9,98043199;9,9804287884;0,000004157;0,0000028294
6357;3172,577;52,8762833333;1752606374,085;9,9804354;9,980432045;9,9804287961;0,0000041569;0,0000028418
6358;3173,077;52,8846166667;1752606374,585;9,9804398;9,980432111;9,9804288104;0,0000041579;0,0000029437
6359;3173,578;52,8929666667;1752606375,086;9,9804343;9,980432144;9,9804288192;0,0000041577;0,0000029496
6360;3174,077;52,9012833333;1752606375,586;9,9804343;9,980432166;9,9804288269;0,0000041575;0,0000029575
6361;3174,577;52,9096166667;1752606376,086;9,9804343;9,98043221;9,9804288357;0,0000041573;0,0000029562
6362;3175,077;52,91795;1752606376,586;9,9804299;9,980432232;9,9804288346;0,0000041571;0,0000029303
6363;3175,578;52,9263;1752606377,086;9,9804354;9,980432309;9,9804288401;0,000004157;0,0000029111
6364;3176,078;52,9346333333;1752606377,586;9,9804321;9,980432309;9,980428839;0,0000041567;0,0000029111
6365;3176,577;52,94295;1752606378,085;9,9804376;9,980432364;9,9804288467;0,0000041571;0,0000029587
6366;3177,077;52,9512833333;1752606378,585;9,9804343;9,980432408;9,9804288544;0,0000041569;0,0000029544
6367;3177,577;52,9596166667;1752606379,086;9,9804343;9,980432452;9,9804288632;0,0000041567;0,0000029495
6368;3178,078;52,9679666667;1752606379,586;9,9804365;9,980432518;9,9804288764;0,0000041568;0,0000029656
6369;3178,578;52,9763;1752606380,086;9,980431;9,980432529;9,9804288797;0,0000041565;0,0000029578
6370;3179,077;52,9846166667;1752606380,586;9,9804277;9,980432474;9,980428883;0,0000041565;0,0000029961
6371;3179,577;52,99295;1752606381,085;9,980431;9,980432474;9,9804288885;0,0000041561;0,0000029961
6372;3180,077;53,0012833333;1752606381,585;9,9804288;9,980432397;9,980428894;0,000004156;0,0000029905
6373;3180,577;53,0096166667;1752606382,086;9,9804332;9,98043243;9,9804288995;0,0000041557;0,0000029809
6374;3181,077;53,01795;1752606382,586;9,9804321;9,980432485;9,9804289039;0,0000041554;0,0000029224
6375;3181,577;53,0262833333;1752606383,086;9,9804354;9,980432562;9,9804289181;0,0000041553;0,0000028964
6376;3182,077;53,0346166667;1752606383,586;9,9804321;9,980432606;9,9804289258;0,000004155;0,0000028549
6377;3182,577;53,04295;1752606384,086;9,9804343;9,980432661;9,9804289378;0,0000041548;0,0000028337
6378;3183,078;53,0513;1752606384,586;9,9804343;9,980432738;9,9804289466;0,0000041546;0,0000027713
6379;3183,578;53,0596333333;1752606385,087;9,9804343;9,980432804;9,9804289565;0,0000041544;0,0000027283
6380;3184,077;53,06795;1752606385,586;9,9804354;9,980432793;9,9804289675;0,0000041544;0,0000027155
6381;3184,577;53,0762833333;1752606386,085;9,9804343;9,980432771;9,9804289774;0,0000041542;0,000002694
6382;3185,077;53,0846166667;1752606386,586;9,9804332;9,98043276;9,9804289894;0,0000041539;0,0000026899
6383;3185,577;53,09295;1752606387,086;9,980431;9,980432716;9,9804289949;0,0000041536;0,0000026823
6384;3186,078;53,1013;1752606387,586;9,9804343;9,980432749;9,9804290048;0,0000041534;0,0000026812
6385;3186,577;53,1096166667;1752606388,085;9,9804321;9,980432771;9,9804290081;0,0000041531;0,0000026666
6386;3187,077;53,11795;1752606388,585;9,9804365;9,980432848;9,9804290213;0,0000041533;0,0000026619
6387;3187,578;53,1263;1752606389,086;9,980431;9,980432815;9,9804290246;0,0000041529;0,0000026642
6388;3188,077;53,1346166667;1752606389,586;9,9804288;9,980432815;9,9804290257;0,0000041528;0,0000026642
6389;3188,577;53,14295;1752606390,086;9,9804332;9,980432848;9,9804290312;0,0000041525;0,0000026481
6390;3189,078;53,1513;1752606390,587;9,980431;9,980432848;9,9804290378;0,0000041522;0,0000026481
6391;3189,577;53,1596166667;1752606391,086;9,9804332;9,980432892;9,9804290433;0,0000041519;0,0000026166
6392;3190,078;53,1679666667;1752606391,586;9,9804376;9,980432947;9,9804290532;0,0000041523;0,0000026572
6393;3190,577;53,1762833333;1752606392,085;9,9804332;9,980432958;9,9804290576;0,000004152;0,000002656
6394;3191,078;53,1846333333;1752606392,586;9,9804365;9,980433002;9,9804290664;0,0000041521;0,000002678
6395;3191,577;53,19295;1752606393,086;9,9804343;9,98043298;9,9804290719;0,0000041519;0,0000026579
6396;3192,078;53,2013;1752606393,586;9,9804387;9,980433079;9,9804290807;0,0000041526;0,0000026849
6397;3192,578;53,2096333333;1752606394,086;9,9804365;9,980433134;9,9804290884;0,0000041527;0,0000026982
6398;3193,077;53,21795;1752606394,585;9,9804332;9,980433178;9,9804290939;0,0000041524;0,0000026624
6399;3193,577;53,2262833333;1752606395,086;9,9804332;9,980433211;9,9804291016;0,0000041522;0,0000026417
6400;3194,077;53,2346166667;1752606395,586;9,9804288;9,980433222;9,9804291049;0,000004152;0,0000026208
6401;3194,577;53,24295;1752606396,086;9,9804332;9,980433299;9,9804291093;0,0000041517;0,000002502
6402;3195,077;53,2512833333;1752606396,585;9,9804332;9,980433321;9,9804291126;0,0000041514;0,0000024912
6403;3195,578;53,2596333333;1752606397,088;9,9804321;9,980433321;9,9804291181;0,0000041511;0,0000024912
6404;3196,077;53,26795;1752606397,585;9,9804332;9,980433343;9,9804291258;0,0000041508;0,0000024802
6405;3196,577;53,2762833333;1752606398,086;9,9804365;9,980433398;9,9804291335;0,000004151;0,0000024887
6406;3197,077;53,2846166667;1752606398,586;9,9804365;9,980433442;9,9804291412;0,0000041511;0,0000025044
6407;3197,577;53,29295;1752606399,086;9,9804343;9,980433497;9,98042915;0,0000041509;0,0000024614
6408;3198,078;53,3013;1752606399,586;9,9804321;9,980433519;9,9804291566;0,0000041506;0,0000024387
6409;3198,577;53,3096166667;1752606400,085;9,9804321;9,980433519;9,980429161;0,0000041503;0,0000024387
6410;3199,077;53,31795;1752606400,585;9,980431;9,980433541;9,9804291654;0,00000415;0,0000024054
6411;3199,577;53,3262833333;1752606401,085;9,9804343;9,980433585;9,9804291742;0,0000041498;0,0000023782
6412;3200,077;53,3346166667;1752606401,585;9,9804299;9,980433563;9,9804291753;0,0000041495;0,0000024021
6413;3200,577;53,34295;1752606402,086;9,980431;9,980433541;9,9804291786;0,0000041492;0,0000024155
6414;3201,077;53,3512833333;1752606402,585;9,9804299;9,980433486;9,9804291775;0,0000041489;0,0000024353
6415;3201,577;53,3596166667;1752606403,086;9,9804343;9,980433497;9,9804291819;0,0000041487;0,0000024365
6416;3202,077;53,36795;1752606403,585;9,9804343;9,980433519;9,9804291841;0,0000041486;0,0000024337
6417;3202,577;53,3762833333;1752606404,085;9,980431;9,980433475;9,9804291852;0,0000041482;0,0000024391
6418;3203,077;53,3846166667;1752606404,586;9,9804321;9,980433442;9,9804291874;0,0000041479;0,0000024351
6419;3203,578;53,3929666667;1752606405,086;9,9804332;9,980433409;9,9804291918;0,0000041477;0,0000024155
6420;3204,078;53,4013;1752606405,587;9,9804332;9,980433409;9,9804291907;0,0000041474;0,0000024155
6421;3204,577;53,4096166667;1752606406,085;9,980431;9,980433387;9,9804291929;0,0000041471;0,0000024274
6422;3205,078;53,4179666667;1752606406,586;9,9804365;9,980433453;9,9804291962;0,0000041472;0,0000024214
6423;3205,577;53,4262833333;1752606407,086;9,9804321;9,980433464;9,9804291995;0,0000041469;0,0000024126
6424;3206,077;53,4346166667;1752606407,585;9,9804376;9,980433497;9,9804292094;0,0000041472;0,0000024465
6425;3206,577;53,44295;1752606408,085;9,9804365;9,980433519;9,9804292116;0,0000041474;0,0000024636
6426;3207,078;53,4513;1752606408,586;9,9804332;9,980433541;9,9804292149;0,0000041471;0,0000024507
6427;3207,578;53,4596333333;1752606409,086;9,9804354;9,980433541;9,9804292204;0,0000041471;0,0000024507
6428;3208,077;53,46795;1752606409,586;9,9804343;9,980433563;9,9804292204;0,0000041469;0,0000024475
6429;3208,577;53,4762833333;1752606410,086;9,9804387;9,980433618;9,9804292325;0,0000041475;0,0000025005
6430;3209,077;53,4846166667;1752606410,586;9,9804365;9,980433651;9,9804292424;0,0000041476;0,0000025166
6431;3209,578;53,4929666667;1752606411,086;9,9804387;9,980433695;9,9804292468;0,0000041483;0,0000025661
6432;3210,077;53,5012833333;1752606411,586;9,980431;9,980433651;9,9804292446;0,000004148;0,0000025743
6433;3210,577;53,5096166667;1752606412,085;9,9804376;9,980433651;9,9804292578;0,0000041483;0,0000025743
6434;3211,077;53,51795;1752606412,586;9,9804332;9,980433596;9,9804292622;0,000004148;0,0000025235
6435;3211,577;53,5262833333;1752606413,085;9,9804354;9,98043364;9,9804292721;0,000004148;0,0000025162
6436;3212,077;53,5346166667;1752606413,585;9,9804376;9,980433684;9,9804292842;0,0000041484;0,0000025467
6437;3212,577;53,54295;1752606414,085;9,9804365;9,980433728;9,9804292908;0,0000041485;0,000002557
6438;3213,078;53,5513;1752606414,586;9,9804332;9,98043375;9,9804292963;0,0000041482;0,0000025427
6439;3213,578;53,5596333333;1752606415,086;9,9804321;9,98043375;9,9804293007;0,0000041479;0,0000025427
6440;3214,077;53,56795;1752606415,586;9,9804321;9,980433739;9,980429304;0,0000041476;0,0000025475
6441;3214,577;53,5762833333;1752606416,086;9,9804365;9,980433761;9,9804293117;0,0000041477;0,0000025619
6442;3215,077;53,5846166667;1752606416,586;9,9804365;9,980433794;9,9804293183;0,0000041478;0,0000025758
6443;3215,578;53,5929666667;1752606417,086;9,9804321;9,980433794;9,9804293216;0,0000041475;0,0000025758
6444;3216,078;53,6013;1752606417,586;9,980431;9,980433761;9,9804293216;0,0000041472;0,0000025903
6445;3216,577;53,6096166667;1752606418,085;9,980442;9,98043386;9,9804293304;0,0000041489;0,0000027125
6446;3217,077;53,61795;1752606418,585;9,9804387;9,980433882;9,9804293425;0,0000041496;0,0000027429
6447;3217,577;53,6262833333;1752606419,085;9,9804387;9,980433926;9,9804293535;0,0000041502;0,0000027846
6448;3218,078;53,6346333333;1752606419,586;9,9804387;9,980433948;9,9804293623;0,0000041508;0,0000028137
6449;3218,578;53,6429666667;1752606420,086;9,9804365;9,98043397;9,9804293689;0,0000041509;0,0000028251
6450;3219,078;53,6513;1752606420,586;9,9804354;9,980433948;9,9804293788;0,0000041509;0,000002805
6451;3219,577;53,6596166667;1752606421,086;9,9804354;9,980433959;9,9804293854;0,0000041508;0,0000028086
6452;3220,077;53,66795;1752606421,585;9,9804332;9,980433992;9,9804293876;0,0000041506;0,0000027796
6453;3220,577;53,6762833333;1752606422,085;9,9804332;9,980434036;9,980429392;0,0000041503;0,000002731
6454;3221,077;53,6846166667;1752606422,586;9,9804365;9,980434102;9,9804293975;0,0000041504;0,0000027097
6455;3221,578;53,6929666667;1752606423,086;9,9804354;9,980434102;9,980429403;0,0000041504;0,0000027097
6456;3222,077;53,7012833333;1752606423,586;9,9804376;9,980434124;9,9804294085;0,0000041507;0,0000027292
6457;3222,577;53,7096166667;1752606424,085;9,9804299;9,980434069;9,9804293997;0,0000041505;0,0000027585
6458;3223,077;53,71795;1752606424,585;9,9804354;9,980434025;9,980429403;0,0000041504;0,0000027007
6459;3223,577;53,7262833333;1752606425,086;9,9804376;9,980434058;9,980429403;0,0000041508;0,0000027241
6460;3224,078;53,7346333333;1752606425,586;9,980431;9,980434025;9,9804293964;0,0000041504;0,0000027411
6461;3224,577;53,74295;1752606426,085;9,9804365;9,980434047;9,9804293997;0,0000041506;0,0000027521
6462;3225,077;53,7512833333;1752606426,585;9,9804376;9,980434124;9,980429403;0,0000041509;0,0000027426
6463;3225,577;53,7596166667;1752606427,085;9,9804387;9,980434157;9,9804294052;0,0000041516;0,0000027778
6464;3226,077;53,76795;1752606427,586;9,9804376;9,980434212;9,9804294074;0,0000041519;0,000002791
6465;3226,577;53,7762833333;1752606428,086;9,9804376;9,980434212;9,9804294074;0,0000041523;0,000002791
6466;3227,078;53,7846333333;1752606428,586;9,9804376;9,980434245;9,9804294074;0,0000041526;0,0000028115
6467;3227,578;53,7929666667;1752606429,086;9,9804365;9,980434267;9,9804294074;0,0000041527;0,0000028206
6468;3228,078;53,8013;1752606429,586;9,9804365;9,980434267;9,980429414;0,0000041529;0,0000028206
6469;3228,577;53,8096166667;1752606430,086;9,9804398;9,980434355;9,9804294184;0,0000041538;0,0000028547
6470;3229,077;53,81795;1752606430,586;9,9804387;9,980434465;9,9804294239;0,0000041544;0,0000028072
6471;3229,578;53,8263;1752606431,086;9,9804376;9,980434531;9,9804294327;0,0000041548;0,0000028025
6472;3230,078;53,8346333333;1752606431,587;9,9804409;9,980434652;9,9804294459;0,0000041561;0,0000028137
